,vmax,mslp,type,lat,lon,time,season,stormid,ace,contained
29166,25.0,,TD,28.0,-95.6,1977-06-14 06:00:00,1977,AL011977,0.0,True
29167,25.0,,TD,29.0,-96.0,1977-06-14 12:00:00,1977,AL011977,0.0,False
29168,,,TD,30.0,-96.4,1977-06-14 18:00:00,1977,AL011977,0.0,False
29169,20.0,,TD,25.8,-86.8,1977-07-18 06:00:00,1977,AL021977,0.0,True
29170,25.0,,TD,27.0,-87.0,1977-07-18 12:00:00,1977,AL021977,0.0,True
29171,30.0,,TD,28.3,-87.2,1977-07-18 18:00:00,1977,AL021977,0.0,True
29172,30.0,,TD,29.5,-87.5,1977-07-19 00:00:00,1977,AL021977,0.0,True
29173,25.0,,TD,30.7,-87.8,1977-07-19 06:00:00,1977,AL021977,0.0,False
29174,,,TD,32.0,-88.0,1977-07-19 12:00:00,1977,AL021977,0.0,False
29175,20.0,,TD,25.5,-84.0,1977-07-25 12:00:00,1977,AL031977,0.0,True
29176,25.0,,TD,25.4,-84.8,1977-07-25 18:00:00,1977,AL031977,0.0,True
29177,25.0,,TD,25.3,-85.5,1977-07-26 00:00:00,1977,AL031977,0.0,True
29178,25.0,,TD,25.1,-86.2,1977-07-26 06:00:00,1977,AL031977,0.0,True
29179,20.0,,TD,25.0,-87.0,1977-07-26 12:00:00,1977,AL031977,0.0,True
29180,20.0,,TD,11.5,-17.5,1977-08-01 12:00:00,1977,AL041977,0.0,False
29181,25.0,,TD,11.5,-19.5,1977-08-01 18:00:00,1977,AL041977,0.0,False
29182,25.0,,TD,11.5,-21.5,1977-08-02 00:00:00,1977,AL041977,0.0,False
29183,30.0,,TD,11.5,-23.5,1977-08-02 06:00:00,1977,AL041977,0.0,False
29184,30.0,,TD,11.5,-25.5,1977-08-02 12:00:00,1977,AL041977,0.0,False
29185,30.0,,TD,11.6,-27.1,1977-08-02 18:00:00,1977,AL041977,0.0,False
29186,30.0,,TD,11.7,-28.7,1977-08-03 00:00:00,1977,AL041977,0.0,False
29187,30.0,,TD,11.8,-30.3,1977-08-03 06:00:00,1977,AL041977,0.0,False
29188,30.0,,TD,12.0,-32.0,1977-08-03 12:00:00,1977,AL041977,0.0,False
29189,30.0,,TD,12.4,-33.5,1977-08-03 18:00:00,1977,AL041977,0.0,False
29190,25.0,,TD,12.8,-35.0,1977-08-04 00:00:00,1977,AL041977,0.0,False
29191,25.0,,TD,13.2,-36.5,1977-08-04 06:00:00,1977,AL041977,0.0,False
29192,20.0,,TD,13.5,-38.0,1977-08-04 12:00:00,1977,AL041977,0.0,False
29193,20.0,1012.0,TD,26.9,-88.4,1977-08-29 12:00:00,1977,AL051977,0.0,True
29194,25.0,1010.0,TD,27.0,-88.9,1977-08-29 18:00:00,1977,AL051977,0.0,True
29195,30.0,1009.0,TD,26.9,-89.4,1977-08-30 00:00:00,1977,AL051977,0.0,True
29196,40.0,1006.0,TS,26.8,-89.8,1977-08-30 06:00:00,1977,AL051977,0.16,True
29197,50.0,1003.0,TS,26.7,-90.3,1977-08-30 12:00:00,1977,AL051977,0.25,True
29198,65.0,997.0,HU,26.5,-90.6,1977-08-30 18:00:00,1977,AL051977,0.42250000000000004,True
29199,70.0,991.0,HU,26.4,-91.0,1977-08-31 00:00:00,1977,AL051977,0.49000000000000005,True
29200,75.0,988.0,HU,26.3,-91.4,1977-08-31 06:00:00,1977,AL051977,0.5625,True
29201,75.0,986.0,HU,26.2,-91.8,1977-08-31 12:00:00,1977,AL051977,0.5625,True
29202,80.0,985.0,HU,26.1,-92.3,1977-08-31 18:00:00,1977,AL051977,0.64,True
29203,80.0,979.0,HU,25.9,-92.8,1977-09-01 00:00:00,1977,AL051977,0.64,True
29204,85.0,972.0,HU,25.8,-93.7,1977-09-01 06:00:00,1977,AL051977,0.7225,True
29205,90.0,963.0,HU,25.5,-94.7,1977-09-01 12:00:00,1977,AL051977,0.81,True
29206,110.0,945.0,HU,25.2,-95.5,1977-09-01 18:00:00,1977,AL051977,1.21,True
29207,140.0,931.0,HU,24.6,-96.2,1977-09-02 00:00:00,1977,AL051977,1.9600000000000002,True
29208,150.0,926.0,HU,24.2,-97.1,1977-09-02 06:00:00,1977,AL051977,2.25,True
29209,120.0,940.0,HU,23.7,-98.0,1977-09-02 12:00:00,1977,AL051977,1.4400000000000002,False
29210,70.0,978.0,HU,23.1,-99.2,1977-09-02 18:00:00,1977,AL051977,0.49000000000000005,False
29211,40.0,998.0,TS,22.5,-101.0,1977-09-03 00:00:00,1977,AL051977,0.16,False
29212,25.0,1011.0,TD,22.0,-103.0,1977-09-03 06:00:00,1977,AL051977,0.0,False
29213,25.0,1007.0,SD,26.8,-86.3,1977-09-03 06:00:00,1977,AL061977,0.0,True
29214,30.0,,SD,27.4,-87.3,1977-09-03 12:00:00,1977,AL061977,0.0,True
29215,35.0,1005.0,SS,27.6,-88.5,1977-09-03 18:00:00,1977,AL061977,0.12250000000000001,True
29216,35.0,,SS,27.4,-89.7,1977-09-04 00:00:00,1977,AL061977,0.12250000000000001,True
29217,40.0,,SS,26.6,-90.5,1977-09-04 06:00:00,1977,AL061977,0.16,True
29218,45.0,1003.0,SS,26.8,-91.7,1977-09-04 12:00:00,1977,AL061977,0.2025,True
29219,50.0,1000.0,TS,27.5,-91.7,1977-09-04 18:00:00,1977,AL061977,0.25,True
29220,60.0,,TS,28.0,-91.6,1977-09-05 00:00:00,1977,AL061977,0.36000000000000004,True
29221,65.0,995.0,HU,28.7,-91.4,1977-09-05 06:00:00,1977,AL061977,0.42250000000000004,True
29222,65.0,,HU,29.5,-91.2,1977-09-05 12:00:00,1977,AL061977,0.42250000000000004,False
29223,50.0,1000.0,TS,29.8,-91.6,1977-09-05 18:00:00,1977,AL061977,0.25,False
29224,30.0,,TD,30.2,-91.3,1977-09-06 00:00:00,1977,AL061977,0.0,False
29225,30.0,,TD,30.6,-90.7,1977-09-06 06:00:00,1977,AL061977,0.0,False
29226,30.0,,TD,31.1,-90.0,1977-09-06 12:00:00,1977,AL061977,0.0,False
29227,25.0,1004.0,TD,31.7,-89.4,1977-09-06 18:00:00,1977,AL061977,0.0,False
29228,25.0,,TD,32.4,-88.8,1977-09-07 00:00:00,1977,AL061977,0.0,False
29229,25.0,,TD,33.2,-88.0,1977-09-07 06:00:00,1977,AL061977,0.0,False
29230,25.0,1008.0,TD,33.8,-87.1,1977-09-07 12:00:00,1977,AL061977,0.0,False
29231,25.0,,TD,34.3,-85.8,1977-09-07 18:00:00,1977,AL061977,0.0,False
29232,25.0,1010.0,TD,34.5,-84.8,1977-09-08 00:00:00,1977,AL061977,0.0,False
29233,25.0,,TD,34.6,-83.9,1977-09-08 06:00:00,1977,AL061977,0.0,False
29234,25.0,,TD,34.7,-82.6,1977-09-08 12:00:00,1977,AL061977,0.0,False
29235,25.0,,TD,34.8,-81.3,1977-09-08 18:00:00,1977,AL061977,0.0,False
29236,25.0,1012.0,TD,34.8,-80.2,1977-09-09 00:00:00,1977,AL061977,0.0,False
29237,20.0,1015.0,TD,32.8,-80.0,1977-09-05 12:00:00,1977,AL071977,0.0,False
29238,20.0,1014.0,TD,33.2,-79.0,1977-09-05 18:00:00,1977,AL071977,0.0,False
29239,20.0,1013.0,TD,33.6,-78.2,1977-09-06 00:00:00,1977,AL071977,0.0,False
29240,25.0,1012.0,TD,33.8,-77.6,1977-09-06 06:00:00,1977,AL071977,0.0,False
29241,25.0,1011.0,TD,34.0,-77.0,1977-09-06 12:00:00,1977,AL071977,0.0,False
29242,25.0,1010.0,TD,34.2,-76.4,1977-09-06 18:00:00,1977,AL071977,0.0,False
29243,30.0,1010.0,TD,34.4,-75.8,1977-09-07 00:00:00,1977,AL071977,0.0,False
29244,30.0,1010.0,TD,34.6,-75.0,1977-09-07 06:00:00,1977,AL071977,0.0,False
29245,30.0,1010.0,TD,34.7,-74.3,1977-09-07 12:00:00,1977,AL071977,0.0,False
29246,30.0,1010.0,TD,34.9,-73.0,1977-09-07 18:00:00,1977,AL071977,0.0,False
29247,35.0,1006.0,TS,35.1,-71.7,1977-09-08 00:00:00,1977,AL071977,0.12250000000000001,False
29248,45.0,1001.0,TS,35.3,-69.7,1977-09-08 06:00:00,1977,AL071977,0.2025,False
29249,65.0,993.0,HU,35.5,-67.7,1977-09-08 12:00:00,1977,AL071977,0.42250000000000004,False
29250,65.0,994.0,HU,35.6,-66.2,1977-09-08 18:00:00,1977,AL071977,0.42250000000000004,False
29251,65.0,998.0,HU,35.5,-64.6,1977-09-09 00:00:00,1977,AL071977,0.42250000000000004,False
29252,60.0,1000.0,TS,34.8,-63.5,1977-09-09 06:00:00,1977,AL071977,0.36000000000000004,False
29253,55.0,999.0,TS,34.0,-62.8,1977-09-09 12:00:00,1977,AL071977,0.3025,False
29254,50.0,1001.0,TS,33.4,-62.8,1977-09-09 18:00:00,1977,AL071977,0.25,False
29255,45.0,1000.0,TS,32.8,-63.2,1977-09-10 00:00:00,1977,AL071977,0.2025,False
29256,40.0,1000.0,TS,32.8,-63.6,1977-09-10 06:00:00,1977,AL071977,0.16,False
29257,45.0,1001.0,TS,33.0,-63.8,1977-09-10 12:00:00,1977,AL071977,0.2025,False
29258,45.0,1001.0,TS,33.5,-63.7,1977-09-10 18:00:00,1977,AL071977,0.2025,False
29259,45.0,1002.0,TS,34.2,-63.2,1977-09-11 00:00:00,1977,AL071977,0.2025,False
29260,45.0,1002.0,TS,34.8,-62.5,1977-09-11 06:00:00,1977,AL071977,0.2025,False
29261,20.0,,TD,10.0,-35.5,1977-09-17 12:00:00,1977,AL081977,0.0,False
29262,25.0,,TD,10.0,-36.7,1977-09-17 18:00:00,1977,AL081977,0.0,False
29263,25.0,,TD,10.0,-38.0,1977-09-18 00:00:00,1977,AL081977,0.0,False
29264,25.0,,TD,10.0,-39.2,1977-09-18 06:00:00,1977,AL081977,0.0,False
29265,25.0,,TD,10.0,-40.5,1977-09-18 12:00:00,1977,AL081977,0.0,False
29266,25.0,,TD,10.0,-41.7,1977-09-18 18:00:00,1977,AL081977,0.0,False
29267,25.0,,TD,10.0,-42.8,1977-09-19 00:00:00,1977,AL081977,0.0,False
29268,20.0,,TD,10.0,-43.9,1977-09-19 06:00:00,1977,AL081977,0.0,False
29269,20.0,,TD,10.0,-45.0,1977-09-19 12:00:00,1977,AL081977,0.0,False
29270,20.0,,TD,20.0,-95.0,1977-09-22 12:00:00,1977,AL091977,0.0,True
29271,25.0,,TD,20.5,-95.8,1977-09-22 18:00:00,1977,AL091977,0.0,True
29272,25.0,,TD,21.0,-96.5,1977-09-23 00:00:00,1977,AL091977,0.0,True
29273,25.0,,TD,21.5,-97.2,1977-09-23 06:00:00,1977,AL091977,0.0,True
29274,,,TD,22.0,-98.0,1977-09-23 12:00:00,1977,AL091977,0.0,False
29275,20.0,1010.0,TD,28.5,-71.5,1977-09-26 18:00:00,1977,AL101977,0.0,False
29276,20.0,1009.0,TD,29.5,-69.8,1977-09-27 00:00:00,1977,AL101977,0.0,False
29277,30.0,1005.0,TD,30.2,-67.9,1977-09-27 06:00:00,1977,AL101977,0.0,False
29278,40.0,1002.0,TS,30.9,-65.8,1977-09-27 12:00:00,1977,AL101977,0.16,False
29279,45.0,1000.0,TS,31.9,-63.6,1977-09-27 18:00:00,1977,AL101977,0.2025,False
29280,50.0,996.0,TS,33.2,-61.8,1977-09-28 00:00:00,1977,AL101977,0.25,False
29281,60.0,992.0,TS,34.4,-60.8,1977-09-28 06:00:00,1977,AL101977,0.36000000000000004,False
29282,65.0,988.0,HU,35.5,-59.7,1977-09-28 12:00:00,1977,AL101977,0.42250000000000004,False
29283,70.0,984.0,HU,37.0,-58.8,1977-09-28 18:00:00,1977,AL101977,0.49000000000000005,False
29284,75.0,980.0,HU,38.3,-57.0,1977-09-29 00:00:00,1977,AL101977,0.5625,False
29285,70.0,984.0,HU,40.0,-55.5,1977-09-29 06:00:00,1977,AL101977,0.49000000000000005,False
29286,65.0,988.0,HU,42.0,-54.0,1977-09-29 12:00:00,1977,AL101977,0.42250000000000004,False
29287,20.0,,TD,10.0,-46.0,1977-10-01 12:00:00,1977,AL111977,0.0,False
29288,25.0,,TD,10.3,-47.2,1977-10-01 18:00:00,1977,AL111977,0.0,False
29289,25.0,,TD,10.5,-48.5,1977-10-02 00:00:00,1977,AL111977,0.0,False
29290,25.0,,TD,10.7,-49.8,1977-10-02 06:00:00,1977,AL111977,0.0,False
29291,30.0,,TD,11.0,-51.0,1977-10-02 12:00:00,1977,AL111977,0.0,False
29292,30.0,,TD,11.3,-52.2,1977-10-02 18:00:00,1977,AL111977,0.0,False
29293,25.0,,TD,11.5,-53.5,1977-10-03 00:00:00,1977,AL111977,0.0,False
29294,25.0,,TD,11.8,-54.8,1977-10-03 06:00:00,1977,AL111977,0.0,False
29295,20.0,,TD,12.0,-56.0,1977-10-03 12:00:00,1977,AL111977,0.0,False
29296,20.0,,TD,27.5,-43.0,1977-10-03 12:00:00,1977,AL121977,0.0,False
29297,25.0,,TD,27.8,-43.2,1977-10-03 18:00:00,1977,AL121977,0.0,False
29298,25.0,,TD,28.2,-43.2,1977-10-04 00:00:00,1977,AL121977,0.0,False
29299,30.0,,TD,28.6,-43.3,1977-10-04 06:00:00,1977,AL121977,0.0,False
29300,30.0,,TD,29.0,-43.5,1977-10-04 12:00:00,1977,AL121977,0.0,False
29301,30.0,,TD,29.5,-44.8,1977-10-04 18:00:00,1977,AL121977,0.0,False
29302,25.0,,TD,30.0,-46.2,1977-10-05 00:00:00,1977,AL121977,0.0,False
29303,25.0,,TD,30.5,-47.6,1977-10-05 06:00:00,1977,AL121977,0.0,False
29304,20.0,,TD,31.0,-49.0,1977-10-05 12:00:00,1977,AL121977,0.0,False
29305,30.0,1010.0,TD,26.9,-62.9,1977-10-13 18:00:00,1977,AL131977,0.0,False
29306,30.0,1008.0,TD,29.0,-64.0,1977-10-14 00:00:00,1977,AL131977,0.0,False
29307,35.0,1005.0,TS,30.9,-64.9,1977-10-14 06:00:00,1977,AL131977,0.12250000000000001,False
29308,40.0,1002.0,TS,33.0,-64.9,1977-10-14 12:00:00,1977,AL131977,0.16,False
29309,50.0,999.0,TS,35.9,-64.4,1977-10-14 18:00:00,1977,AL131977,0.25,False
29310,65.0,994.0,HU,39.2,-63.3,1977-10-15 00:00:00,1977,AL131977,0.42250000000000004,False
29311,70.0,996.0,HU,42.4,-61.5,1977-10-15 06:00:00,1977,AL131977,0.49000000000000005,False
29312,70.0,998.0,HU,45.5,-60.1,1977-10-15 12:00:00,1977,AL131977,0.49000000000000005,False
29313,70.0,999.0,HU,47.4,-59.2,1977-10-15 18:00:00,1977,AL131977,0.49000000000000005,False
29314,25.0,1011.0,TD,17.3,-83.2,1977-10-16 18:00:00,1977,AL141977,0.0,False
29315,30.0,1010.0,TD,17.3,-83.4,1977-10-17 00:00:00,1977,AL141977,0.0,False
29316,30.0,1009.0,TD,17.3,-83.6,1977-10-17 06:00:00,1977,AL141977,0.0,False
29317,40.0,1008.0,TS,17.2,-83.9,1977-10-17 12:00:00,1977,AL141977,0.16,False
29318,45.0,1007.0,TS,17.2,-84.4,1977-10-17 18:00:00,1977,AL141977,0.2025,False
29319,50.0,1006.0,TS,17.3,-85.0,1977-10-18 00:00:00,1977,AL141977,0.25,False
29320,40.0,1005.0,TS,17.4,-85.8,1977-10-18 06:00:00,1977,AL141977,0.16,False
29321,30.0,1006.0,TD,17.5,-86.6,1977-10-18 12:00:00,1977,AL141977,0.0,False
29322,25.0,1008.0,TD,17.6,-87.4,1977-10-18 18:00:00,1977,AL141977,0.0,False
29323,20.0,1010.0,TD,17.6,-88.3,1977-10-19 00:00:00,1977,AL141977,0.0,False
29324,20.0,,TD,25.5,-95.5,1977-10-24 12:00:00,1977,AL151977,0.0,True
29325,25.0,,TD,26.5,-94.2,1977-10-24 18:00:00,1977,AL151977,0.0,True
29326,30.0,,TD,27.5,-92.8,1977-10-25 00:00:00,1977,AL151977,0.0,True
29327,30.0,,TD,28.5,-91.4,1977-10-25 06:00:00,1977,AL151977,0.0,True
29328,25.0,,TD,29.5,-90.0,1977-10-25 12:00:00,1977,AL151977,0.0,True
29329,,,TD,30.5,-88.6,1977-10-25 18:00:00,1977,AL151977,0.0,False
29330,25.0,1013.0,SD,22.0,-44.0,1978-01-18 12:00:00,1978,AL011978,0.0,False
29331,25.0,,SD,22.5,-45.0,1978-01-18 18:00:00,1978,AL011978,0.0,False
29332,30.0,,SD,23.0,-46.0,1978-01-19 00:00:00,1978,AL011978,0.0,False
29333,30.0,,SD,23.3,-46.7,1978-01-19 06:00:00,1978,AL011978,0.0,False
29334,35.0,1008.0,SS,23.5,-47.6,1978-01-19 12:00:00,1978,AL011978,0.12250000000000001,False
29335,35.0,,SS,23.8,-48.3,1978-01-19 18:00:00,1978,AL011978,0.12250000000000001,False
29336,35.0,1005.0,SS,24.0,-49.5,1978-01-20 00:00:00,1978,AL011978,0.12250000000000001,False
29337,35.0,,SS,23.9,-50.5,1978-01-20 06:00:00,1978,AL011978,0.12250000000000001,False
29338,40.0,1002.0,SS,23.3,-52.0,1978-01-20 12:00:00,1978,AL011978,0.16,False
29339,40.0,,SS,22.9,-53.5,1978-01-20 18:00:00,1978,AL011978,0.16,False
29340,40.0,,SS,22.8,-54.8,1978-01-21 00:00:00,1978,AL011978,0.16,False
29341,40.0,,SS,22.7,-56.0,1978-01-21 06:00:00,1978,AL011978,0.16,False
29342,40.0,,SS,22.6,-57.3,1978-01-21 12:00:00,1978,AL011978,0.16,False
29343,40.0,1003.0,SS,22.4,-58.8,1978-01-21 18:00:00,1978,AL011978,0.16,False
29344,35.0,,SS,22.0,-59.8,1978-01-22 00:00:00,1978,AL011978,0.12250000000000001,False
29345,35.0,,SS,21.7,-60.8,1978-01-22 06:00:00,1978,AL011978,0.12250000000000001,False
29346,30.0,,SD,21.4,-61.8,1978-01-22 12:00:00,1978,AL011978,0.0,False
29347,25.0,1010.0,SD,21.0,-62.9,1978-01-22 18:00:00,1978,AL011978,0.0,False
29348,25.0,,SD,21.0,-64.0,1978-01-23 00:00:00,1978,AL011978,0.0,False
29349,20.0,,TD,25.2,-86.5,1978-06-21 12:00:00,1978,AL021978,0.0,True
29350,25.0,,TD,25.6,-85.8,1978-06-21 18:00:00,1978,AL021978,0.0,True
29351,25.0,,TD,26.0,-85.0,1978-06-22 00:00:00,1978,AL021978,0.0,True
29352,25.0,,TD,26.2,-84.5,1978-06-22 06:00:00,1978,AL021978,0.0,True
29353,20.0,,TD,26.4,-84.0,1978-06-22 12:00:00,1978,AL021978,0.0,True
29354,,,TD,26.6,-83.5,1978-06-22 18:00:00,1978,AL021978,0.0,True
29355,20.0,,TD,15.5,-27.5,1978-07-10 12:00:00,1978,AL031978,0.0,False
29356,25.0,,TD,15.5,-29.7,1978-07-10 18:00:00,1978,AL031978,0.0,False
29357,25.0,,TD,15.5,-32.0,1978-07-11 00:00:00,1978,AL031978,0.0,False
29358,30.0,,TD,15.5,-34.0,1978-07-11 06:00:00,1978,AL031978,0.0,False
29359,30.0,,TD,15.5,-36.0,1978-07-11 12:00:00,1978,AL031978,0.0,False
29360,30.0,,TD,15.5,-38.0,1978-07-11 18:00:00,1978,AL031978,0.0,False
29361,25.0,,TD,15.5,-40.0,1978-07-12 00:00:00,1978,AL031978,0.0,False
29362,25.0,,TD,15.0,-42.0,1978-07-12 06:00:00,1978,AL031978,0.0,False
29363,20.0,,TD,14.5,-44.0,1978-07-12 12:00:00,1978,AL031978,0.0,False
29364,30.0,1006.0,TD,25.7,-97.0,1978-07-30 18:00:00,1978,AL041978,0.0,True
29365,45.0,1005.0,TS,26.4,-97.4,1978-07-31 00:00:00,1978,AL041978,0.2025,False
29366,40.0,1007.0,TS,27.2,-97.8,1978-07-31 06:00:00,1978,AL041978,0.16,False
29367,35.0,1008.0,TS,28.0,-98.2,1978-07-31 12:00:00,1978,AL041978,0.12250000000000001,False
29368,30.0,1010.0,TD,28.6,-98.7,1978-07-31 18:00:00,1978,AL041978,0.0,False
29369,25.0,1010.0,TD,29.3,-99.2,1978-08-01 00:00:00,1978,AL041978,0.0,False
29370,20.0,1012.0,TD,25.3,-90.4,1978-08-05 12:00:00,1978,AL051978,0.0,True
29371,20.0,1012.0,TD,25.1,-91.0,1978-08-05 18:00:00,1978,AL051978,0.0,True
29372,25.0,1011.0,TD,24.8,-91.8,1978-08-06 00:00:00,1978,AL051978,0.0,True
29373,30.0,1010.0,TD,24.5,-92.5,1978-08-06 06:00:00,1978,AL051978,0.0,True
29374,30.0,1009.0,TD,24.2,-93.3,1978-08-06 12:00:00,1978,AL051978,0.0,True
29375,35.0,1008.0,TS,23.9,-94.0,1978-08-06 18:00:00,1978,AL051978,0.12250000000000001,True
29376,40.0,1007.0,TS,23.3,-95.0,1978-08-07 00:00:00,1978,AL051978,0.16,True
29377,40.0,1006.0,TS,22.8,-95.7,1978-08-07 06:00:00,1978,AL051978,0.16,True
29378,40.0,1005.0,TS,22.2,-96.2,1978-08-07 12:00:00,1978,AL051978,0.16,True
29379,45.0,1006.0,TS,21.6,-96.6,1978-08-07 18:00:00,1978,AL051978,0.2025,True
29380,45.0,1007.0,TS,21.1,-96.8,1978-08-08 00:00:00,1978,AL051978,0.2025,True
29381,40.0,1008.0,TS,20.4,-96.9,1978-08-08 06:00:00,1978,AL051978,0.16,True
29382,25.0,1010.0,TD,20.0,-97.0,1978-08-08 12:00:00,1978,AL051978,0.0,False
29383,25.0,1010.0,TD,13.0,-35.0,1978-08-07 12:00:00,1978,AL061978,0.0,False
29384,25.0,1010.0,TD,13.4,-36.2,1978-08-07 18:00:00,1978,AL061978,0.0,False
29385,25.0,1009.0,TD,13.8,-37.8,1978-08-08 00:00:00,1978,AL061978,0.0,False
29386,30.0,1008.0,TD,13.9,-39.6,1978-08-08 06:00:00,1978,AL061978,0.0,False
29387,50.0,1003.0,TS,14.0,-41.5,1978-08-08 12:00:00,1978,AL061978,0.25,False
29388,65.0,990.0,HU,14.0,-43.2,1978-08-08 18:00:00,1978,AL061978,0.42250000000000004,False
29389,80.0,980.0,HU,14.0,-44.9,1978-08-09 00:00:00,1978,AL061978,0.64,False
29390,80.0,980.0,HU,13.9,-46.8,1978-08-09 06:00:00,1978,AL061978,0.64,False
29391,70.0,988.0,HU,13.6,-48.6,1978-08-09 12:00:00,1978,AL061978,0.49000000000000005,False
29392,65.0,998.0,HU,13.2,-50.6,1978-08-09 18:00:00,1978,AL061978,0.42250000000000004,False
29393,60.0,1006.0,TS,12.8,-52.8,1978-08-10 00:00:00,1978,AL061978,0.36000000000000004,False
29394,55.0,1007.0,TS,12.4,-54.8,1978-08-10 06:00:00,1978,AL061978,0.3025,False
29395,55.0,1007.0,TS,12.2,-56.8,1978-08-10 12:00:00,1978,AL061978,0.3025,False
29396,50.0,1008.0,TS,12.1,-58.8,1978-08-10 18:00:00,1978,AL061978,0.25,False
29397,45.0,1008.0,TS,12.0,-60.9,1978-08-11 00:00:00,1978,AL061978,0.2025,False
29398,35.0,1008.0,TS,12.0,-62.8,1978-08-11 06:00:00,1978,AL061978,0.12250000000000001,False
29399,30.0,1008.0,TD,12.1,-64.8,1978-08-11 12:00:00,1978,AL061978,0.0,False
29400,30.0,1009.0,TD,12.1,-66.8,1978-08-11 18:00:00,1978,AL061978,0.0,False
29401,30.0,1010.0,TD,12.2,-68.8,1978-08-12 00:00:00,1978,AL061978,0.0,False
29402,20.0,,TD,13.0,-52.5,1978-08-07 12:00:00,1978,AL071978,0.0,False
29403,25.0,,TD,13.0,-54.5,1978-08-07 18:00:00,1978,AL071978,0.0,False
29404,25.0,,TD,13.0,-56.5,1978-08-08 00:00:00,1978,AL071978,0.0,False
29405,25.0,,TD,13.0,-58.5,1978-08-08 06:00:00,1978,AL071978,0.0,False
29406,30.0,,TD,13.0,-60.5,1978-08-08 12:00:00,1978,AL071978,0.0,False
29407,30.0,,TD,13.0,-62.5,1978-08-08 18:00:00,1978,AL071978,0.0,False
29408,30.0,,TD,13.0,-64.5,1978-08-09 00:00:00,1978,AL071978,0.0,False
29409,30.0,,TD,13.0,-66.3,1978-08-09 06:00:00,1978,AL071978,0.0,False
29410,30.0,,TD,13.0,-68.0,1978-08-09 12:00:00,1978,AL071978,0.0,False
29411,25.0,,TD,13.0,-70.0,1978-08-09 18:00:00,1978,AL071978,0.0,False
29412,25.0,,TD,13.0,-72.0,1978-08-10 00:00:00,1978,AL071978,0.0,False
29413,25.0,,TD,12.9,-74.0,1978-08-10 06:00:00,1978,AL071978,0.0,False
29414,25.0,,TD,12.8,-76.0,1978-08-10 12:00:00,1978,AL071978,0.0,False
29415,20.0,,TD,12.7,-77.5,1978-08-10 18:00:00,1978,AL071978,0.0,False
29416,20.0,,TD,12.5,-79.0,1978-08-11 00:00:00,1978,AL071978,0.0,False
29417,20.0,,TD,12.3,-80.7,1978-08-11 06:00:00,1978,AL071978,0.0,False
29418,20.0,,TD,12.0,-82.5,1978-08-11 12:00:00,1978,AL071978,0.0,False
29419,,,TD,11.8,-84.0,1978-08-11 18:00:00,1978,AL071978,0.0,False
29420,20.0,,TD,26.5,-90.0,1978-08-09 12:00:00,1978,AL081978,0.0,True
29421,25.0,,TD,27.0,-90.0,1978-08-09 18:00:00,1978,AL081978,0.0,True
29422,25.0,,TD,27.6,-89.9,1978-08-10 00:00:00,1978,AL081978,0.0,True
29423,25.0,,TD,28.2,-89.7,1978-08-10 06:00:00,1978,AL081978,0.0,True
29424,25.0,,TD,28.8,-89.5,1978-08-10 12:00:00,1978,AL081978,0.0,True
29425,,,TD,29.4,-89.2,1978-08-10 18:00:00,1978,AL081978,0.0,True
29426,25.0,1010.0,TD,23.4,-88.4,1978-08-26 12:00:00,1978,AL091978,0.0,True
29427,25.0,,TD,24.2,-89.5,1978-08-26 18:00:00,1978,AL091978,0.0,True
29428,25.0,,TD,24.4,-90.4,1978-08-27 00:00:00,1978,AL091978,0.0,True
29429,25.0,1008.0,TD,24.5,-91.4,1978-08-27 06:00:00,1978,AL091978,0.0,True
29430,25.0,,TD,24.6,-92.3,1978-08-27 12:00:00,1978,AL091978,0.0,True
29431,25.0,,TD,25.1,-93.1,1978-08-27 18:00:00,1978,AL091978,0.0,True
29432,25.0,1006.0,TD,25.8,-93.8,1978-08-28 00:00:00,1978,AL091978,0.0,True
29433,25.0,,TD,26.8,-94.3,1978-08-28 06:00:00,1978,AL091978,0.0,True
29434,30.0,,TD,27.8,-94.3,1978-08-28 12:00:00,1978,AL091978,0.0,True
29435,40.0,1002.0,TS,28.7,-94.1,1978-08-28 18:00:00,1978,AL091978,0.16,True
29436,50.0,1000.0,TS,29.6,-93.6,1978-08-29 00:00:00,1978,AL091978,0.25,True
29437,30.0,,TD,30.7,-93.3,1978-08-29 06:00:00,1978,AL091978,0.0,False
29438,30.0,1002.0,TD,32.0,-93.0,1978-08-29 12:00:00,1978,AL091978,0.0,False
29439,15.0,1005.0,TD,34.2,-92.7,1978-08-29 18:00:00,1978,AL091978,0.0,False
29440,20.0,1012.0,TD,26.2,-59.7,1978-08-30 00:00:00,1978,AL101978,0.0,False
29441,20.0,1011.0,TD,26.5,-60.8,1978-08-30 06:00:00,1978,AL101978,0.0,False
29442,30.0,1010.0,TD,27.0,-62.0,1978-08-30 12:00:00,1978,AL101978,0.0,False
29443,40.0,1005.0,TS,27.3,-63.1,1978-08-30 18:00:00,1978,AL101978,0.16,False
29444,50.0,1000.0,TS,27.6,-64.2,1978-08-31 00:00:00,1978,AL101978,0.25,False
29445,55.0,993.0,TS,28.2,-65.9,1978-08-31 06:00:00,1978,AL101978,0.3025,False
29446,60.0,986.0,TS,28.8,-67.6,1978-08-31 12:00:00,1978,AL101978,0.36000000000000004,False
